,bathrooms,bedrooms,city,country,currency,latitude,livingArea,longitude,lotAreaUnit,priceForHDP,rentZestimate,state,streetAddress,taxAssessedValue,zestimate,zipcode,priceinmil,lotArea
627,3.0,3.0,Bismarck,USA,USD,46.815517,2296.0,-100.80969,sqft,319900.0,1740.0,ND,1017 E Highland Acres Rd,261900.0,315438.0,58501,0.3199,8.886239999999999
628,2.0,4.0,Bismarck,USA,USD,46.81415,2030.0,-100.74561,sqft,289900.0,1594.0,ND,907 N 31st St,211800.0,287470.0,58501,0.2899,10.149479999999999
629,2.0,1.0,Glen Ullin,USA,USD,46.81461,946.0,-101.8326,sqft,30000.0,870.0,ND,204 S 3rd St,38900.0,29415.0,58631,0.03,7.1
630,3.0,4.0,Devils Lake,USA,USD,48.08974,3272.0,-98.94289,sqft,699000.0,2714.0,ND,803 Lafayette Rd,361100.0,663008.0,58301,0.699,65.34
631,2.0,5.0,Gardner,USA,USD,47.145367,2337.0,-96.966415,sqft,325000.0,1708.0,ND,674 Mairs Ave,133300.0,325100.0,58036,0.325,14.0
632,2.0,4.0,Burlington,USA,USD,48.259777,2526.0,-101.42286,sqft,624900.0,3739.0,ND,5 Ridgeview Ct,53000.0,612715.0,58722,0.6249,33.541199999999996
633,2.0,3.0,Dickinson,USA,USD,46.8798,1392.0,-102.77485,sqft,250000.0,1468.0,ND,661 1st St E,121700.0,245125.0,58601,0.25,4.505
634,2.0,4.0,Dickinson,USA,USD,46.866455,1920.0,-102.78534,sqft,245000.0,1823.0,ND,325 6th St SE,184800.0,240222.0,58601,0.245,8.2944
635,3.0,4.0,Mandan,USA,USD,46.834297,2495.0,-100.88321,sqft,269900.0,1528.0,ND,700 6th Ave NE,233000.0,264637.0,58554,0.2699,9.461232
636,2.0,4.0,West Fargo,USA,USD,46.87838,1910.0,-96.89622,sqft,285000.0,1350.0,ND,238 Pinewood Blvd,213000.0,285000.0,58078,0.285,8.92492
637,2.0,4.0,West Fargo,USA,USD,46.873795,1920.0,-96.88923,sqft,259900.0,1362.0,ND,532 3rd Ave E,189800.0,258473.0,58078,0.2599,9.1
638,3.0,4.0,Garfield Heights,USA,USD,41.415375,2260.0,-81.59055,sqft,125000.0,2400.0,OH,5384 E 134th St,88200.0,119999.0,44125,0.125,5.623595999999999
639,2.0,3.0,Rossford,USA,USD,41.598694,1710.0,-83.56372,sqft,233000.0,1450.0,OH,560 Maybar Dr,157100.0,217800.0,43460,0.233,14.039388
640,2.0,3.0,Clayton,USA,USD,39.84568,1712.0,-84.31339,sqft,189900.0,1674.0,OH,5041 Crescent Ridge Dr,119640.0,190500.0,45315,0.1899,1.712
641,2.0,4.0,Amherst,USA,USD,41.40731,1776.0,-82.226074,sqft,206000.0,1209.0,OH,196 Sunrise Dr,141030.0,200700.0,44001,0.206,10.018799999999999
642,2.0,3.0,Cincinnati,USA,USD,39.175518,925.0,-84.416664,sqft,179000.0,1494.0,OH,5781 Kennedy Ave,95290.0,154200.0,45213,0.179,7.57944
643,1.0,3.0,Enon,USA,USD,39.870857,1026.0,-83.94189,sqft,165000.0,1200.0,OH,3995 Marion Dr,85860.0,162500.0,45323,0.165,8.398
644,1.0,3.0,New Lebanon,USA,USD,39.743652,1053.0,-84.381004,sqft,90000.0,1075.0,OH,119 Bronwood St,73120.0,104100.0,45345,0.09,9.148
645,1.0,2.0,Dayton,USA,USD,39.830757,728.0,-84.19099,sqft,89900.0,995.0,OH,2520 Kildare Ave,34790.0,24500.0,45414,0.0899,4.787
646,2.0,3.0,Lawton,USA,USD,34.60993,1800.0,-98.39484,sqft,124900.0,999.0,OK,414 NW Arlington Ave,101555.0,117200.0,73507,0.1249,27.000000000000004
647,2.0,3.0,McAlester,USA,USD,34.911175,1222.0,-95.76378,sqft,135000.0,1099.0,OK,801 Tennessee Ave,91162.0,132344.0,74501,0.135,15.6816
648,2.0,3.0,Ponca City,USA,USD,36.72776,2056.0,-97.05403,sqft,239000.0,1599.0,OK,2101 El Camino St,150470.0,214100.0,74604,0.239,0.004
649,2.0,3.0,Ponca City,USA,USD,36.716743,2386.0,-97.07422,sqft,250000.0,1634.0,OK,142 Hillside Ave,129775.0,121400.0,74601,0.25,16.399999999999995
650,1.0,3.0,Tulsa,USA,USD,36.14865,1692.0,-95.926155,sqft,229900.0,1582.0,OK,928 S Urbana Ave,178000.0,227300.0,74112,0.2299,8.40708
651,4.0,4.0,Tahlequah,USA,USD,35.825493,3100.0,-95.04372,sqft,650000.0,2636.0,OK,14553 Highway 62,269700.0,454400.0,74464,0.65,1611.72
652,2.0,3.0,Lawton,USA,USD,34.603592,1700.0,-98.44971,sqft,160000.0,1095.0,OK,4504 SW 45th Pl,90181.0,107300.0,73505,0.16,4.0672771
653,3.0,4.0,Tulsa,USA,USD,36.043793,2478.0,-96.058266,sqft,330000.0,2175.0,OK,5925 Meadowside Ln,274149.0,332700.0,74131,0.33,42.9066
654,3.0,4.0,Broken Arrow,USA,USD,36.052715,2726.0,-95.81186,sqft,290000.0,2394.0,OK,100 S Sycamore Ave,197571.0,317700.0,74012,0.29,12.76308
655,3.0,4.0,Bixby,USA,USD,35.948605,3552.0,-95.91902,sqft,445000.0,2908.0,OK,5204 E 148th St S,343613.0,432505.0,74008,0.445,17.424
656,2.0,3.0,Broken Arrow,USA,USD,36.077797,1312.0,-95.76299,sqft,240000.0,1494.0,OK,2605 N 21st St,121500.0,210300.0,74012,0.24,6.0984
657,3.0,3.0,Salem,USA,USD,44.955994,2796.0,-123.08778,sqft,669900.0,3052.0,OR,2777 Islander Ave NW,482070.0,559200.0,97304,0.6699,6.0984
658,2.0,3.0,Gilchrist,USA,USD,43.494358,2011.0,-121.67974,sqft,830000.0,1189.0,OR,140221 Kamloop Ln,197250.0,377800.0,97737,0.83,365.468
659,2.0,3.0,Portland,USA,USD,45.506317,1550.0,-122.80057,sqft,549900.0,2600.0,OR,12015 SW Edgewood St,404950.0,476700.0,97225,0.5499,7.8408
660,3.0,3.0,McMinnville,USA,USD,45.23146,2169.0,-123.19454,sqft,850000.0,3238.0,OR,473 NE Burnett Rd,606641.0,722900.0,97128,0.85,63.5976
661,6.0,6.0,Philomath,USA,USD,44.540787,2504.0,-123.36879,sqft,555000.0,3497.0,OR,121 N 12th St,440860.0,551100.0,97370,0.555,5.6628
662,2.0,3.0,Metolius,USA,USD,44.594444,1608.0,-121.16877,sqft,329900.0,2300.0,OR,667 Liberty Dr,237420.0,358100.0,97741,0.3299,8.712
663,4.0,4.0,Lebanon,USA,USD,44.593616,2788.0,-122.77513,sqft,1199000.0,6315.0,OR,40803 Baptist Church Dr,697480.0,1166300.0,97355,1.199,895.158
664,2.0,4.0,Albany,USA,USD,44.69758,2225.0,-123.075775,sqft,625000.0,2827.0,OR,6422 Sedona Rd,453120.0,559600.0,97321,0.625,13.068
665,3.0,4.0,Bend,USA,USD,44.053207,2131.0,-121.25666,sqft,519900.0,2894.0,OR,21358 Livingston Dr,358800.0,546000.0,97701,0.5199,5.227
666,4.0,6.0,Lebanon,USA,USD,44.5442,4247.0,-122.90665,sqft,474500.0,2949.0,OR,147 S Main St,568950.0,542400.0,97355,0.4745,13.068
667,1.0,3.0,Lebanon,USA,USD,44.543404,1203.0,-122.91547,sqft,199999.0,1950.0,OR,243 S 7th St,208540.0,270500.0,97355,0.199999,7.8408
668,2.0,3.0,Estacada,USA,USD,45.300472,1846.0,-122.33488,sqft,465000.0,2495.0,OR,1321 NE Raymond Ln,420922.0,471500.0,97023,0.465,6.0984
669,1.0,1.0,Woodburn,USA,USD,45.156857,675.0,-122.86688,sqft,225000.0,1450.0,OR,1850 Thompson Rd,174220.0,234600.0,97071,0.225,4.356
670,3.0,4.0,Bend,USA,USD,44.105522,2387.0,-121.28958,sqft,799500.0,3599.0,OR,63507 Stacy Ln,455670.0,678600.0,97701,0.7995,8.712
671,2.0,4.0,Salem,USA,USD,44.95214,2264.0,-122.97568,sqft,579900.0,1999.0,OR,4393 Country Ln NE,203120.0,348400.0,97305,0.5799,10.4544
672,1.0,2.0,Sweet Home,USA,USD,44.3903,768.0,-122.73542,sqft,280000.0,1535.0,OR,321 9th Ave,178390.0,245000.0,97386,0.28,6.3162
673,2.0,4.0,Salem,USA,USD,44.89877,2150.0,-123.03286,sqft,465000.0,2849.0,OR,1074 Ashwood Ct SE,329710.0,449500.0,97302,0.465,6.969600000000001
674,3.0,3.0,Depoe Bay,USA,USD,44.847347,1887.0,-124.04802,sqft,689000.0,2713.0,OR,3650 Lincoln Ave,421270.0,596800.0,97341,0.689,6.3
675,2.0,3.0,Redmond,USA,USD,44.307747,1440.0,-121.14172,sqft,410000.0,1299.0,OR,3498 NE 21st Dr,227925.0,337700.0,97756,0.41,109.771
676,2.0,3.0,Medford,USA,USD,42.4244,1402.0,-122.84084,sqft,369900.0,2266.0,OR,7380 Cramer Dr,320840.0,357000.0,97503,0.3699,10.89
677,2.0,3.0,Salem,USA,USD,44.91154,1036.0,-122.96397,sqft,360000.0,1999.0,OR,1516 Seattle Slew Dr SE,220370.0,348600.0,97317,0.36,6.534
678,2.0,3.0,Scranton,USA,USD,41.424206,1365.0,-75.69533,sqft,164900.0,1300.0,PA,411 N Cameron Ave,12000.0,158600.0,18504,0.1649,3.9204
679,1.0,2.0,Verona,USA,USD,40.503227,750.0,-79.83553,sqft,73737.0,995.0,PA,605 2nd St,40100.0,78800.0,15147,0.073737,1.890504
680,3.0,4.0,East Greenwich,USA,USD,41.612057,3300.0,-71.53701,sqft,1724500.0,5007.0,RI,2 Tipping Rock Dr,867600.0,1192200.0,2818,1.7245,87.12
681,2.0,3.0,Warwick,USA,USD,41.697533,1500.0,-71.426506,sqft,335000.0,2400.0,RI,150 Keeley Ave,240000.0,354400.0,2886,0.335,3.92
682,2.0,4.0,Woonsocket,USA,USD,41.98899,2053.0,-71.48745,sqft,319828.0,2199.0,RI,18 Louise St,170300.0,263800.0,2895,0.319828,12.196
683,1.0,2.0,Pawtucket,USA,USD,41.868793,700.0,-71.372375,sqft,49900.0,1074.0,RI,65 Alfa Dr,21900.0,49081.0,2860,0.0499,4.0
684,2.0,3.0,Cranston,USA,USD,41.74317,1354.0,-71.49099,sqft,425000.0,2934.0,RI,49 Sycamore Dr,276000.0,455115.0,2921,0.425,9.148
685,2.0,3.0,West Greenwich,USA,USD,41.624676,1232.0,-71.67042,sqft,495000.0,2234.0,RI,390 Robin Hollow Rd,313600.0,428300.0,2817,0.495,47.916000000000004
686,4.0,5.0,Westerly,USA,USD,41.345913,3922.0,-71.826866,sqft,1175000.0,5956.0,RI,18 Timothy Dr,883700.0,1499200.0,2891,1.175,80.586
687,3.0,4.0,Portsmouth,USA,USD,41.573757,2280.0,-71.2594,sqft,875000.0,3200.0,RI,78 Randolph Way,572700.0,827100.0,2871,0.875,23.522000000000002
688,2.0,3.0,Cranston,USA,USD,41.775406,1944.0,-71.430916,sqft,369900.0,2795.0,RI,206 Greenwood St,251200.0,377400.0,2910,0.3699,5.5
689,2.0,2.0,Smithfield,USA,USD,41.878864,2236.0,-71.48223,sqft,425000.0,2329.0,RI,206 Ridge Rd,328600.0,432100.0,2917,0.425,30.056
690,2.0,3.0,North Providence,USA,USD,41.872272,2687.0,-71.423035,sqft,494900.0,2570.0,RI,62 Campbell Ave,262100.0,378000.0,2904,0.4949,9.148
691,3.0,5.0,Warwick,USA,USD,41.72725,1733.0,-71.38815,sqft,449000.0,3999.0,RI,564 W Shore Rd,349900.0,483900.0,2889,0.449,10.679
692,2.0,3.0,Providence,USA,USD,41.838142,1760.0,-71.400154,sqft,799900.0,2784.0,RI,435 Hope St,331700.0,477300.0,2906,0.7999,3.485
693,4.0,4.0,North Smithfield,USA,USD,41.945755,3205.0,-71.560844,sqft,699000.0,4211.0,RI,683 Greenville Rd,469700.0,699933.0,2896,0.699,344.124
694,2.0,3.0,Cranston,USA,USD,41.77833,2007.0,-71.3964,sqft,495000.0,2731.0,RI,235 Pawtuxet Ave,394200.0,517300.0,2905,0.495,6.534
695,3.0,4.0,Fort Mill,USA,USD,35.067017,2799.0,-80.97006,sqft,485000.0,2300.0,SC,700 Cheval Dr,295607.0,440700.0,29708,0.485,12.6324
696,3.0,4.0,Clover,USA,USD,35.091682,2600.0,-81.113594,sqft,497000.0,2720.0,SC,1528 Hedge Apple Rd,303952.0,468100.0,29710,0.497,17.424
697,3.0,4.0,Clover,USA,USD,35.079437,2813.0,-81.141,sqft,415000.0,2234.0,SC,6390 Frank Watts Rd,224021.0,266400.0,29710,0.415,43.56
698,2.0,3.0,Rock Hill,USA,USD,34.937077,1803.0,-80.97522,sqft,339000.0,1869.0,SC,527 Wilmslow Rd,230184.0,335400.0,29730,0.339,3.9204
699,3.0,3.0,Fort Mill,USA,USD,35.07683,2724.0,-80.97131,sqft,550000.0,2811.0,SC,1223 Gold Rush Ct,344902.0,519600.0,29708,0.55,10.018799999999999
700,2.0,3.0,Lancaster,USA,USD,34.632168,1407.0,-80.87375,sqft,289000.0,1984.0,SC,60111 Blue Bird Ln,177500.0,260800.0,29720,0.289,3.0492
701,3.0,4.0,Rock Hill,USA,USD,34.947323,2485.0,-80.94083,sqft,499900.0,2496.0,SC,517 Riviera Pl,466869.0,523100.0,29730,0.4999,16.1172
702,4.0,4.0,Fort Mill,USA,USD,35.034744,3167.0,-80.988174,sqft,950000.0,4510.0,SC,5740 Morris Hunt Dr,492449.0,809000.0,29708,0.95,16.1172
703,2.0,2.0,Indian Land,USA,USD,34.917778,1393.0,-80.850655,sqft,394750.0,1813.0,SC,5014 Broad Ln,252900.0,363700.0,29707,0.39475,3.78972
704,2.0,3.0,Rock Hill,USA,USD,34.948387,1464.0,-81.05278,sqft,225000.0,1780.0,SC,1560 Forest Glen Dr,121963.0,273100.0,29732,0.225,6.969600000000001
705,3.0,2.0,Tega Cay,USA,USD,35.034992,1870.0,-80.99701,sqft,515000.0,2699.0,SC,1521 Liberty Row Dr,336689.0,465500.0,29708,0.515,5.6628
706,3.0,3.0,Fort Mill,USA,USD,35.069595,2064.0,-80.93041,sqft,335000.0,2197.0,SC,221 Overstone Ct,239028.0,354300.0,29715,0.335,1.9602
707,2.0,3.0,Great Falls,USA,USD,34.64474,1959.0,-80.9122,sqft,430000.0,1582.0,SC,1603 Deer Branch Rd,214800.0,385500.0,29055,0.43,348.48
708,2.0,3.0,Taylors,USA,USD,34.951237,1838.0,-82.299965,sqft,250000.0,1996.0,SC,2 Bass Way,142560.0,267800.0,29687,0.25,8.712
709,3.0,6.0,Columbia,USA,USD,34.15743,3078.0,-80.87576,sqft,363816.0,2332.0,SC,1534 Legion Dr,206000.0,320900.0,29229,0.363816,8.712
710,3.0,2.0,Columbia,USA,USD,34.096687,1248.0,-81.22024,sqft,185000.0,1632.0,SC,310 Irvine Ct,127000.0,188900.0,29212,0.185,1.7424000000000002
711,3.0,3.0,Hilton Head Island,USA,USD,32.169327,1756.0,-80.72308,sqft,879000.0,4076.0,SC,25 Carnoustie Rd APT 28,459000.0,854000.0,29928,0.879,0.0
712,3.0,2.0,Mount Pleasant,USA,USD,32.83963,1356.0,-79.822334,sqft,415000.0,2669.0,SC,1130 Monaco Dr,213000.0,356700.0,29464,0.415,3.0492
713,2.0,4.0,Deadwood,USA,USD,44.36896,1320.0,-103.72885,sqft,299000.0,1599.0,SD,81 Stewart St,106132.0,236700.0,57732,0.299,4.791600000000001
714,2.0,4.0,Rapid City,USA,USD,44.064568,2104.0,-103.14211,sqft,275000.0,1569.0,SD,4607 Serenity Ct,214400.0,251300.0,57703,0.275,7.8408
715,1.0,3.0,Box Elder,USA,USD,44.13856,1062.0,-103.05596,sqft,325000.0,1505.0,SD,599 Quinton Ln,257700.0,289800.0,57719,0.325,7.4052
716,3.0,6.0,Rapid City,USA,USD,44.056194,2924.0,-103.11342,sqft,439900.0,2199.0,SD,3010 Crane Dr,349600.0,378200.0,57703,0.4399,19.602
717,3.0,4.0,Jefferson,USA,USD,42.531803,3486.0,-96.553474,sqft,575000.0,2372.0,SD,802 Brookside Dr,238946.0,565254.0,57038,0.575,43.56
718,3.0,4.0,Lead,USA,USD,44.33347,2476.0,-103.7995,sqft,1299000.0,5192.0,SD,21159 Gilded Mountain Rd,541710.0,943300.0,57754,1.299,32.67
719,4.0,3.0,Greeneville,USA,USD,36.154358,2466.0,-82.80665,sqft,180500.0,1800.0,TN,1404 Brentwood Dr,151500.0,316100.0,37743,0.1805,23.5224
720,2.0,3.0,Russellville,USA,USD,36.21494,1629.0,-83.18633,sqft,262500.0,1500.0,TN,4902 Brookview Dr,171700.0,208900.0,37860,0.2625,57.9348
721,3.0,3.0,Bluff City,USA,USD,36.470814,1612.0,-82.27997,sqft,285000.0,2250.0,TN,193 River Rd,154000.0,240100.0,37618,0.285,23.958000000000002
722,2.0,3.0,Erwin,USA,USD,36.13579,1758.0,-82.41367,sqft,230000.0,1649.0,TN,525 Sinasta Dr,94700.0,229400.0,37650,0.23,13.068
723,4.0,4.0,Cleveland,USA,USD,35.201218,1781.0,-84.90557,sqft,275000.0,2396.0,TN,3030 Candies Ln NW,203900.0,309100.0,37312,0.275,43.56
724,1.0,2.0,Chattanooga,USA,USD,34.9919,896.0,-85.14817,sqft,215000.0,1445.0,TN,807 Graysville Rd,124200.0,200400.0,37421,0.215,20.037599999999998
725,4.0,4.0,Chattanooga,USA,USD,35.023315,5200.0,-85.26125,sqft,1350000.0,5174.0,TN,107 S Crest Rd,498600.0,844400.0,37404,1.35,28.314
726,3.0,4.0,Chattanooga,USA,USD,35.015934,2352.0,-85.173294,sqft,364900.0,2469.0,TN,1345 N Concord Rd,169900.0,202500.0,37421,0.3649,16.1172
727,1.0,3.0,Provo,USA,USD,40.21975,992.0,-111.67348,sqft,265000.0,1229.0,UT,1055 S 860 W,202200.0,222800.0,84601,0.265,8.712
728,2.0,5.0,Hooper,USA,USD,41.16366,1584.0,-112.133125,sqft,495000.0,2063.0,UT,5521 S 6300 W,323999.0,398600.0,84315,0.495,27.4428
729,4.0,3.0,Holladay,USA,USD,40.670578,1766.0,-111.81582,sqft,445000.0,2027.0,UT,2656 E Murray Holladay Rd,305700.0,434400.0,84117,0.445,0.8712000000000001
730,3.0,4.0,Salt Lake City,USA,USD,40.740536,1620.0,-111.87898,sqft,549000.0,2226.0,UT,420 E Sherman Ave,275800.0,415300.0,84115,0.549,5.2272
731,4.0,5.0,Grantsville,USA,USD,40.597916,4316.0,-112.47035,sqft,529000.0,2100.0,UT,216 W Apple St,348261.0,352500.0,84029,0.529,6.969600000000001
732,3.0,6.0,South Jordan,USA,USD,40.55901,3775.0,-111.93485,sqft,639900.0,2997.0,UT,1522 W Pinyon Pines Way,474700.0,636027.0,84095,0.6399,4.791600000000001
733,2.0,3.0,Saint George,USA,USD,37.118526,1802.0,-113.62028,sqft,485000.0,2178.0,UT,1732 W 540 N UNIT 121,313800.0,489249.0,84770,0.485,3.9204
734,4.0,4.0,Washington,USA,USD,37.076767,2165.0,-113.500786,sqft,675000.0,2462.0,UT,498 E Bailey Ln,85000.0,575100.0,84780,0.675,1.3068
735,3.0,2.0,Ogden,USA,USD,41.260117,3480.0,-112.0785,sqft,1150000.0,4369.0,UT,4112 W 400 S,757000.0,1007300.0,84404,1.15,461.3004
736,3.0,4.0,Clearfield,USA,USD,41.11669,2018.0,-112.03196,sqft,430000.0,2266.0,UT,327 W 200 N,332000.0,445100.0,84015,0.43,7.8408
737,1.0,2.0,Elsinore,USA,USD,38.66196,960.0,-112.16322,sqft,224900.0,1150.0,UT,772 W 1400 S,100794.0,168600.0,84724,0.2249,40.075199999999995
738,2.0,2.0,Taylorsville,USA,USD,40.652447,1040.0,-111.93273,sqft,340000.0,1514.0,UT,1457 W Coastal Ct,219300.0,306500.0,84123,0.34,0.43560000000000004
739,3.0,5.0,Bluffdale,USA,USD,40.470394,2648.0,-111.92006,sqft,549900.0,2499.0,UT,995 W Sapphire Peak Dr,339000.0,508300.0,84065,0.5499,1.3068
740,2.0,2.0,Saint George,USA,USD,37.09365,1156.0,-113.62632,sqft,359999.0,1604.0,UT,2050 W Canyon View Dr APT 247,246000.0,358265.0,84770,0.359999,2.6136
741,1.0,2.0,Ogden,USA,USD,41.235237,930.0,-111.986855,sqft,279900.0,1300.0,UT,1756 Pacific Ave,182000.0,246600.0,84404,0.2799,8.712
742,3.0,2.0,North Logan,USA,USD,41.7595,1320.0,-111.82506,sqft,315000.0,1495.0,UT,1514 N 360 E,245785.0,304300.0,84341,0.315,0.43560000000000004
743,3.0,4.0,Kaysville,USA,USD,41.006897,1910.0,-111.931335,sqft,440000.0,2385.0,UT,1758 S 300 E,359000.0,492500.0,84037,0.44,10.89
744,3.0,4.0,Santa Clara,USA,USD,37.14149,3384.0,-113.63799,sqft,1300000.0,3897.0,UT,34 Bedrock Cir,676400.0,890100.0,84765,1.3,24.3936
745,3.0,4.0,Taylorsville,USA,USD,40.631893,2673.0,-111.93202,sqft,599900.0,2070.0,UT,1410 W Hawksbill Dr,361800.0,531100.0,84123,0.5999,10.018799999999999
746,2.0,3.0,Plainfield,USA,USD,44.36458,1352.0,-72.4317,sqft,253000.0,2499.0,VT,26 Marshfield Road,143500.0,242100.0,5667,0.253,10.89
747,2.0,3.0,Milton,USA,USD,44.639626,1902.0,-73.10697,sqft,397000.0,2250.0,VT,52 Main Street,234020.0,368200.0,5468,0.397,39.204
748,4.0,4.0,Randolph Center,USA,USD,43.896275,3200.0,-72.580284,sqft,629000.0,4553.0,VT,3446 South Randolph Road,452100.0,617655.0,5061,0.629,714.3839999999999
749,2.0,3.0,Bristol,USA,USD,44.149372,1568.0,-73.07983,sqft,215000.0,805.0,VT,130 Sunwood Lane,124100.0,207500.0,5443,0.215,87.12
750,2.0,4.0,West Topsham,USA,USD,44.115864,2200.0,-72.30918,sqft,250000.0,1800.0,VT,488 Vermont Route 25,164500.0,205600.0,5086,0.25,23.958000000000002
751,2.0,3.0,Manchester Center,USA,USD,43.377495,1500.0,-73.00275,sqft,270000.0,602.0,VT,694 Cascade Road,128100.0,153700.0,5739,0.27,113.256
752,6.0,5.0,Stowe,USA,USD,44.55644,4143.0,-72.696594,sqft,1299000.0,4042.0,VT,464 Field Road UNIT 82,408400.0,831000.0,5672,1.299,0.0
753,4.0,4.0,Springfield,USA,USD,43.29571,5866.0,-72.48009,sqft,239000.0,2675.0,VT,138 Main Street,138200.0,217900.0,5156,0.239,21.78
754,4.0,4.0,Fairlee,USA,USD,43.89251,3387.0,-72.20612,sqft,525000.0,3639.0,VT,103 Quinibeck Road,309300.0,482800.0,5045,0.525,135.036
755,1.0,3.0,Milton,USA,USD,44.64673,1050.0,-73.14752,sqft,59900.0,238.0,VT,35 Dewey Drive,31330.0,58300.0,5468,0.0599,0.0
756,2.0,3.0,Essex Jct,USA,USD,44.50976,1206.0,-73.12991,sqft,420000.0,2499.0,VT,6 Colbert Street,216500.0,420001.0,5452,0.42,14.810399999999996
757,2.0,4.0,South Burlington,USA,USD,44.43735,2410.0,-73.2088,sqft,550000.0,3499.0,VT,19 Newton Avenue,405000.0,550001.0,5403,0.55,9.148
758,3.0,7.0,Bellows Falls,USA,USD,43.13338,3780.0,-72.44788,sqft,309000.0,4381.0,VT,3 Green Street,166200.0,289246.0,5101,0.309,10.019
759,2.0,4.0,Newport News,USA,USD,36.988003,1488.0,-76.397255,sqft,88701.0,1610.0,VA,140 Ash Ave,117500.0,161700.0,23607,0.088701,0.0
760,3.0,3.0,Virginia Beach,USA,USD,36.852776,1716.0,-76.13392,sqft,299900.0,2156.0,VA,4461 Bennett Ln,183100.0,236100.0,23462,0.2999,0.0
761,2.0,2.0,Virginia Beach,USA,USD,36.907932,1256.0,-76.08395,sqft,295000.0,2273.0,VA,2204 Lesner Cres APT 103,232600.0,300800.0,23451,0.295,0.0
762,2.0,2.0,Newport News,USA,USD,37.13853,1120.0,-76.51409,sqft,165000.0,1457.0,VA,12792 Daybreak Cir,105700.0,150300.0,23602,0.165,0.0
763,2.0,3.0,Williamsburg,USA,USD,37.243484,2084.0,-76.7765,sqft,389990.0,2199.0,VA,102 Penrith Ct,296000.0,384300.0,23185,0.38999,22.52052
764,2.0,3.0,Blue Ridge,USA,USD,37.372684,1700.0,-79.82547,sqft,249950.0,1844.0,VA,711 Mountain Pass Rd,174300.0,257000.0,24064,0.24995,22.2156
765,2.0,2.0,Charlottesville,USA,USD,38.016647,900.0,-78.52148,sqft,167500.0,1450.0,VA,140 Yellowstone Dr APT 203,150800.0,184100.0,22903,0.1675,0.0
766,1.0,3.0,Hampton,USA,USD,37.05774,1440.0,-76.34345,sqft,100000.0,1507.0,VA,112 Beverly St,135300.0,189300.0,23669,0.1,9.748728
767,2.0,4.0,Harrisonburg,USA,USD,38.43542,932.0,-78.88448,sqft,124900.0,1394.0,VA,56 South Ave APT A,57600.0,102100.0,22801,0.1249,0.0
768,2.0,3.0,Newport News,USA,USD,37.168827,1618.0,-76.53879,sqft,254000.0,1999.0,VA,627 Dorene Pl,204000.0,257100.0,23608,0.254,0.0
769,2.0,4.0,Norfolk,USA,USD,36.87736,1886.0,-76.28712,sqft,240000.0,2228.0,VA,415 34th St,182800.0,257700.0,23508,0.24,3.1014720000000002
770,1.0,2.0,Madison Heights,USA,USD,37.417355,1671.0,-79.130356,sqft,154999.0,1109.0,VA,199 Clark St,54100.0,156300.0,24572,0.154999,1.527
771,1.0,3.0,Roanoke,USA,USD,37.318336,1388.0,-79.9454,sqft,195000.0,1254.0,VA,4619 Hazelridge Rd NW,163000.0,195900.0,24012,0.195,9.583200000000001
772,3.0,4.0,Portsmouth,USA,USD,36.837677,2342.0,-76.35379,sqft,304900.0,1999.0,VA,404 Patrick St,284290.0,320000.0,23707,0.3049,10.4544
773,4.0,4.0,Norfolk,USA,USD,36.900497,2512.0,-76.31159,sqft,669000.0,3220.0,VA,6240 Rolfe Ave,447100.0,557800.0,23508,0.669,0.0
774,2.0,3.0,Dayton,USA,USD,38.464794,1224.0,-79.05565,sqft,269900.0,1627.0,VA,10593 Mossy Dr,152800.0,218600.0,22821,0.2699,36.1548
775,1.0,2.0,Hampton,USA,USD,37.05304,744.0,-76.3488,sqft,169999.0,1231.0,VA,36 Mitchell Rd,83400.0,84700.0,23669,0.169999,6.059196
776,4.0,4.0,Halifax,USA,USD,36.75926,4434.0,-78.917496,sqft,579900.0,3921.0,VA,1092 Brook Run,348865.0,513300.0,24558,0.5799,43.995
777,2.0,3.0,Hampton,USA,USD,37.020294,1431.0,-76.36917,sqft,250000.0,1800.0,VA,817 Ridgeway Ave,165300.0,242100.0,23661,0.25,10.001376
778,1.0,3.0,Norfolk,USA,USD,36.917103,1200.0,-76.23808,sqft,319900.0,1694.0,VA,7943 Carlton St,175500.0,217700.0,23518,0.3199,0.0
779,3.0,3.0,Virginia Beach,USA,USD,36.785625,2009.0,-75.9685,sqft,339900.0,2530.0,VA,1309 Myrica Pl,297300.0,347100.0,23454,0.3399,0.0
780,2.0,3.0,Kennewick,USA,USD,46.188232,1412.0,-119.15201,sqft,379000.0,1867.0,WA,2353 W 22nd Ave,245300.0,369700.0,99337,0.379,4.791600000000001
781,2.0,3.0,Yakima,USA,USD,46.569016,1516.0,-120.58237,sqft,399000.0,1999.0,WA,5503 W Whatcom Ave,237300.0,359600.0,98903,0.399,6.969600000000001
782,1.0,3.0,Toppenish,USA,USD,46.37649,992.0,-120.31946,sqft,235000.0,1274.0,WA,304 S Fir St,85500.0,136800.0,98948,0.235,6.0984
783,2.0,3.0,Yakima,USA,USD,46.5874,2420.0,-120.535255,sqft,309000.0,1694.0,WA,921 S 20th Ave,180100.0,309200.0,98902,0.309,6.534
